Protein_Name	GH_family	Enzyme	Cluster_annotation	Cluster_description	Cluster_ID	Validation_status	Reference	EggNOG_Best_Hit	EggNOG_bestHit_pident	Bifidobacteria_species	GH_family-F1_threshold	GH-cluster threshold	HMG-utilization
SAMN06368570_1289_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.9	Bifidobacterium longum	88.400	88.400	Yes
SAMD00047609_1234_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.7	Bifidobacterium pseudocatenulatum	88.400	88.400	Yes
SAMN02441414_1553_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.9	Bifidobacterium longum	88.400	88.400	Yes
SAMN02645008_144_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	1437609.BCAL_0707	99.5	Bifidobacterium sp	88.400	88.400	Yes
SAMN06368655_1283_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN03081480_1221_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.6	Bifidobacterium breve	88.400	88.400	Yes
SAMN10316688_1708_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.7	Bifidobacterium longum	88.400	88.400	Yes
SAMN06368571_1194_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN06827094_1327_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	100.0	Bifidobacterium breve	88.400	88.400	Yes
SAMD00047622_1773_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN19732114_570_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium breve	88.400	88.400	Yes
SAMN19031629_61_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	1437608.BBIA_2583	95.0	Bifidobacterium sp	88.400	88.400	Yes
SAMN15533280_688_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	100.0	Bifidobacterium breve	88.400	88.400	Yes
SAMN19732104_571_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium breve	88.400	88.400	Yes
SAMEA5574693_1700_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.6	Bifidobacterium breve	88.400	88.400	Yes
SAMN05933031_1099_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	100.0	Bifidobacterium breve	88.400	88.400	Yes
SAMN06368603_1455_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN12139126_1154_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.7	Bifidobacterium breve	88.400	88.400	Yes
SAMD00047603_23_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium breve	88.400	88.400	Yes
SAMN20254318_1275_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN06368598_1921_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMD00047600_246_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.7	Bifidobacterium breve	88.400	88.400	Yes
SAMN06368644_1317_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN12108292_580_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.7	Bifidobacterium breve	88.400	88.400	Yes
SAMN02951889_674_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	100.0	Bifidobacterium breve	88.400	88.400	Yes
SAMN07664461_687_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	1437609.BCAL_0707	99.0	Bifidobacterium callitrichos	88.400	88.400	Yes
SAMN07503177_1474_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN06368623_1284_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN06368668_1258_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN06827050_1125_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium breve	88.400	88.400	Yes
SAMN02604112_1226_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	100.0	Bifidobacterium breve	88.400	88.400	Yes
SAMN02673425_2575_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	1437608.BBIA_2583	100.0	Bifidobacterium biavatii	88.400	88.400	Yes
SAMN19732111_597_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium breve	88.400	88.400	Yes
SAMN06829004_1402_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium breve	88.400	88.400	Yes
SAMN06827067_1155_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	100.0	Bifidobacterium breve	88.400	88.400	Yes
SAMN19732148_572_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium breve	88.400	88.400	Yes
SAMN06368624_1254_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN13091495_422_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	100.0	Bifidobacterium breve	88.400	88.400	Yes
SAMN06368653_1171_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.8	Bifidobacterium longum	88.400	88.400	Yes
SAMN06829002_1314_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.7	Bifidobacterium breve	88.400	88.400	Yes
SAMN09734284_901_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	1437608.BBIA_2583	79.2	Bifidobacterium adolescentis	88.400	88.400	Yes
SAMN02442038_1831_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	1437608.BBIA_2583	100.0	Bifidobacterium biavatii	88.400	88.400	Yes
SAMN06368615_1952_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.5	Bifidobacterium longum	88.400	88.400	Yes
SAMN06368642_1188_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.7	Bifidobacterium longum	88.400	88.400	Yes
SAMN02862997_1893_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.7	Bifidobacterium longum	88.400	88.400	Yes
SAMN06368615_1250_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	100.0	Bifidobacterium longum	88.400	88.400	Yes
SAMN06368635_1334_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase-3 (BlMan38C, Bbr_1148)"	"Alpha-1,2/3/6-mannosidase-3 (BlMan38C, Bbr_1148)"	SAMN10316695_1409_GH38	Experiment	PMID: 36443572	326426.Bbr_1148	99.7	Bifidobacterium longum	88.400	88.400	Yes
SAMN15470848_743_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-1 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_743_GH38	Hypothetical		1437610.BREU_1428	54.3	Bifidobacterium sp	88.400	88.400	Unknown
SAMN07450799_955_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-1 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_743_GH38	Hypothetical		1437610.BREU_1428	54.5	Bifidobacterium sp	88.400	88.400	Unknown
SAMN15470890_183_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-1 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_743_GH38	Hypothetical		1437610.BREU_1428	53.9	Bifidobacterium sp	88.400	88.400	Unknown
SAMN08297248_558_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-1 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_743_GH38	Hypothetical		1437610.BREU_1428	54.1	Bifidobacterium asteroides	88.400	88.400	Unknown
SAMN15470838_460_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-1 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_743_GH38	Hypothetical		1437610.BREU_1428	54.3	Bifidobacterium polysaccharolyticum	88.400	88.400	Unknown
SAMN15470861_191_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-1 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_743_GH38	Hypothetical		1437610.BREU_1428	54.7	Bifidobacterium polysaccharolyticum	88.400	88.400	Unknown
SAMN15470889_180_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-1 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_743_GH38	Hypothetical		1437610.BREU_1428	53.9	Bifidobacterium polysaccharolyticum	88.400	88.400	Unknown
SAMN12340345_173_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-1 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_743_GH38	Hypothetical		1437610.BREU_1428	54.3	Bifidobacterium polysaccharolyticum	88.400	88.400	Unknown
SAMN18172088_1476_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-1 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_743_GH38	Hypothetical		1437610.BREU_1428	54.1	Bifidobacterium asteroides	88.400	88.400	Unknown
SAMN15470848_744_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-2 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_744_GH38	Hypothetical		1147128.BAST_0561	79.9	Bifidobacterium sp	88.400	88.400	Unknown
SAMN07450799_956_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-2 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_744_GH38	Hypothetical		1147128.BAST_0561	81.4	Bifidobacterium sp	88.400	88.400	Unknown
SAMN15470890_182_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-2 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_744_GH38	Hypothetical		1147128.BAST_0561	81.7	Bifidobacterium sp	88.400	88.400	Unknown
SAMN08297248_557_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-2 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_744_GH38	Hypothetical		1147128.BAST_0561	79.9	Bifidobacterium asteroides	88.400	88.400	Unknown
SAMN15470838_461_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-2 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_744_GH38	Hypothetical		1147128.BAST_0561	80.0	Bifidobacterium polysaccharolyticum	88.400	88.400	Unknown
SAMN15470861_192_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-2 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_744_GH38	Hypothetical		1147128.BAST_0561	81.5	Bifidobacterium polysaccharolyticum	88.400	88.400	Unknown
SAMN15470889_179_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-2 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_744_GH38	Hypothetical		1147128.BAST_0561	81.7	Bifidobacterium polysaccharolyticum	88.400	88.400	Unknown
SAMN12340345_172_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-2 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_744_GH38	Hypothetical		1147128.BAST_0561	79.9	Bifidobacterium polysaccharolyticum	88.400	88.400	Unknown
SAMN18172088_1475_GH38	GH38	α-mannosidase	GH38 - α-mannosidase-2 (bifidobacteria apis host)	Alpha-mannosidase-1 (polysaccharolyticum-asteroides)	SAMN15470848_744_GH38	Hypothetical		1147128.BAST_0561	81.5	Bifidobacterium asteroides	88.400	88.400	Unknown
SAMN07450799_960_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	98.3	Bifidobacterium sp	88.400	88.400	No
SAMN15470807_1327_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	99.7	Bifidobacterium asteroides	88.400	88.400	No
SAMN02604114_562_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	100.0	Bifidobacterium asteroides	88.400	88.400	No
SAMN15470890_177_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	98.0	Bifidobacterium sp	88.400	88.400	No
SAMN15470846_1056_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	99.1	Bifidobacterium sp	88.400	88.400	No
SAMN15470860_1434_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	99.7	Bifidobacterium sp	88.400	88.400	No
SAMN05912982_406_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	100.0	Bifidobacterium asteroides	88.400	88.400	No
SAMN15470806_807_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	99.1	Bifidobacterium asteroides	88.400	88.400	No
SAMN15470861_197_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	98.1	Bifidobacterium polysaccharolyticum	88.400	88.400	No
SAMN08297246_540_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	98.9	Bifidobacterium asteroides	88.400	88.400	No
SAMN15470889_174_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	98.0	Bifidobacterium polysaccharolyticum	88.400	88.400	No
SAMN02442012_1689_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	100.0	Bifidobacterium asteroides	88.400	88.400	No
SAMN18172088_1471_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	97.8	Bifidobacterium asteroides	88.400	88.400	No
SAMN15470808_1219_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0557)"	"Alpha-mannosidase (MngB, asteroides)"	SAMN07450799_960_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465617	1147128.BAST_0557	99.0	Bifidobacterium asteroides	88.400	88.400	No
SAMN18172088_1761_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	91.1	Bifidobacterium asteroides	88.400	88.400	No
SAMN07450800_912_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	99.0	Bifidobacterium sp	88.400	88.400	No
SAMN15470837_1242_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	98.2	Bifidobacterium apousia	88.400	88.400	No
SAMN13893447_612_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	96.5	Bifidobacterium asteroides	88.400	88.400	No
SAMN15470886_1189_GH38	GH38	α-mannosidase	"GH38 - α-mannosidase (MngB, BAST_0561)"	"Alpha-mannosidase (MngB, asteroides-2)"	SAMN18172088_1761_GH38	Putative	https://www.ncbi.nlm.nih.gov/protein/408465621 https://www.ncbi.nlm.nih.gov/nuccore/AWUO01000003	1394176.AWUO01000003_gene782	96.3	Bifidobacterium sp	88.400	88.400	No
